id,name,authors,mood
179,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
180,I Am the Messenger,Markus Zusak/Emmanuel Pailler,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
181,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
182,Mystic River,Dennis Lehane,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
183,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
184,Lord of Chaos (The Wheel of Time  #6),Robert Jordan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
185,Hot Six (Stephanie Plum  #6),Janet Evanovich,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
186,The Forever War (The Forever War  #1),Joe Haldeman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
187,The Woman in White,Wilkie Collins/Matthew Sweet,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
188,Blindness,José Saramago/Giovanni Pontiero,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
189,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
190,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
191,Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
192,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
193,Seven Up (Stephanie Plum  #7),Janet Evanovich,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
194,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
195,School's Out—Forever (Maximum Ride  #2),James Patterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
196,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
197,Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
198,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
199,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
200,Dead Witch Walking (The Hollows  #1),Kim Harrison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
201,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
202,House of Leaves,Mark Z. Danielewski,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
203,Aesop's Fables,Aesop/Laura Harris/Laura Gibbs,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
204,Alexander Hamilton,Ron Chernow,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
205,Cannery Row,John Steinbeck,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
206,Tell No One,Harlan Coben,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
207,To the Nines (Stephanie Plum  #9),Janet Evanovich,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
208,The Long Walk,Richard Bachman/Stephen King,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
209,The Idiot,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
210,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
211,The Moon is a Harsh Mistress,Robert A. Heinlein,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
212,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
213,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
214,Dead Beat (The Dresden Files  #7),Jim Butcher,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
215,Moloka'i (Moloka'i #1),Alan Brennert,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
216,A Dirty Job (Grim Reaper  #1),Christopher Moore,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
217,Horton Hears a Who!,Dr. Seuss,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
218,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
219,Prodigal Summer,Barbara Kingsolver,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
220,Redwall (Redwall  #1),Brian Jacques,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
221,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
222,The Great Divorce,C.S. Lewis,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
223,The Pilgrim's Progress,John Bunyan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
224,Magic Bites (Kate Daniels  #1),Ilona Andrews,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
225,This Present Darkness (Darkness  #1),Frank E. Peretti,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
226,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
227,Animal  Vegetable  Miracle: A Year of Food Life,Barbara Kingsolver/Steven L. Hopp/Camille Kingsolver/Richard A. Houser,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
228,Blankets,Craig Thompson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
229,Exodus,Leon Uris,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
230,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
231,Howl and Other Poems,Allen Ginsberg/William Carlos Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
232,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
233,The Once and Future King (The Once and Future King  #1-4),T.H. White,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
234,Dream Country (The Sandman  #3),Neil Gaiman/Kelley Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Erickson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
235,Furies of Calderon (Codex Alera  #1),Jim Butcher,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
236,'Salem's Lot,Stephen King/Jerry N. Uelsmann,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
237,The Shell Seekers,Rosamunde Pilcher,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
238,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
239,Small Gods (Discworld  #13),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
240,Cryptonomicon,Neal Stephenson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
241,A Moveable Feast,Ernest Hemingway,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
242,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
243,Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
244,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar/Adam McCauley,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
245,Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
246,A Room of One's Own,Virginia Woolf,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
247,The Art of Happiness,Dalai Lama XIV/Howard C. Cutler,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
248,Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
249,The Farthest Shore (Earthsea Cycle  #3),Ursula K. Le Guin,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
250,Bitten (Otherworld  #1),Kelley Armstrong,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
251,Brideshead Revisited,Evelyn Waugh,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
252,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
253,Circus of the Damned (Anita Blake  Vampire Hunter  #3),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
254,The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
255,In the Hand of the Goddess (Song of the Lioness  #2),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
256,Dry,Augusten Burroughs,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
257,The Richest Man in Babylon,George S. Clason,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
258,Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
259,Influence: The Psychology of Persuasion,Robert B. Cialdini,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
260,Song of Solomon,Toni Morrison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
261,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
262,Wild Swans: Three Daughters of China,Jung Chang,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
263,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
264,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin/Margot Paronis,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
265,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
266,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
267,In a Sunburned Country,Bill Bryson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
268,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
269,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder/Garth Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
270,Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
271,Truman,David McCullough,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
272,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
273,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
274,Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
275,A Scanner Darkly,Philip K. Dick,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
276,Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
277,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
278,The Power of One (The Power of One  #1),Bryce Courtenay,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
279,My Life in France,Julia Child/Alex Prud'Homme,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
280,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
281,The Laughing Corpse (Anita Blake  Vampire Hunter  #2),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
282,Assassin's Quest (Farseer Trilogy  #3),Robin Hobb,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
283,The Long Winter (Little House  #6),Laura Ingalls Wilder/Garth Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
284,The Kitchen God's Wife,Amy Tan,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
285,The Miraculous Journey of Edward Tulane,Kate DiCamillo/Bagram Ibatoulline,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
286,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
287,Hawaii,James A. Michener,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
288,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
289,Ham on Rye,Charles Bukowski,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
290,What Is the What,Dave Eggers,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
291,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
292,Intensity,Dean Koontz,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
293,I Capture the Castle,Dodie Smith,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
294,Without Fail (Jack Reacher  #6),Lee Child/Dick Hill,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
295,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
296,The Dispossessed,Ursula K. Le Guin,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
297,Mother Night,Kurt Vonnegut Jr.,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
298,The Lunatic Cafe (Anita Blake  Vampire Hunter #4),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
299,The Trumpet of the Swan,E.B. White/Fred Marcellino,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
300,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
301,Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
302,The Doll's House (The Sandman  #2),Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
303,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
304,Ubik,Philip K. Dick/David Alabort/Manuel Espín,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
305,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
306,Still Life with Woodpecker,Tom Robbins,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
307,Rules of Prey (Lucas Davenport  #1),John Sandford,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
308,His Majesty's Dragon (Temeraire  #1),Naomi Novik,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
309,The Bachman Books,Richard Bachman/Stephen King,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
310,4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
311,Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
312,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
313,Wild Magic (Immortals  #1),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
314,How to Stop Worrying and Start Living,Dale Carnegie,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
315,The 48 Laws of Power,Robert Greene/Joost Elffers,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
316,Bloody Bones (Anita Blake  Vampire Hunter #5),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
317,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
318,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
319,Every Which Way But Dead (The Hollows  #3),Kim Harrison,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
320,The Valley of Horses (Earth's Children  #2),Jean M. Auel,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
321,The Killing Dance (Anita Blake  Vampire Hunter  #6),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
322,Trainspotting,Irvine Welsh/Eric Lindor Fall,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
323,Burnt Offerings (Anita Blake  Vampire Hunter  #7),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
324,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
325,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
326,Birdsong,Sebastian Faulks,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
327,The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
328,Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi/Anjali Singh,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
329,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
330,Terrier (Beka Cooper  #1),Tamora Pierce,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
331,Pope Joan,Donna Woolfolk Cross,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
332,Travels with Charley: In Search of America,John Steinbeck,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
333,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
334,I Am Legend,Richard Matheson,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
335,The Cricket in Times Square,George Selden/Garth Williams,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
336,Blue Moon (Anita Blake  Vampire Hunter  #8),Laurell K. Hamilton,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
337,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,"['Angry', 'Disgusted', 'Fearful', 'Happy', 'Neutral', 'Sad', 'Surprised']"
